id,course
1374,Chuẩn bị thi - Phần 2
1375,Lắp đặt và kiểm tra hệ thống điện
1376,"Lắp đặt, lập trình, kiểm tra, vận hành và bảo trì các hệ thống đo lường, điều khiển và điều chỉnh"
1377,Cài đặt và thử nghiệm các hệ thống điều khiển với PLC (bao gồm cả VPS)
1378,"Lắp đặt, kiểm tra, vận hành và bảo trì các hệ thống tín hiệu cảnh báo cũng như điều khiển từ xa"
1379,Giao tiếp trong mạng truyền thông công nghiệp
1380,"Lắp đặt, kiểm tra, vận hành và hiệu chỉnh các hệ thống năng lượng"
1381,"Bảo trì, sửa chữa các hệ thống năng lượng, hạ tầng kỹ thuật và hệ thống tự động hóa"
1382,"Thiết lập cấu hình, lập trình, kiểm tra và bảo trì hệ thống truyền động và tự động"
1383,Lắp đặt các hệ thống điều khiển quá trình cũng như phân tích và xử lý sự cố
1384,Linh kiện điện tử và khí cụ điện
1385,Kỹ thuật thông tin
1386,Đo lường và phân tích chức năng hệ thống điện
1387,Cơ sở tự động hoá
1388,Toán kỹ thuật
1389,"Sửa chữa máy phát điện dự phòng, máy nén khí, máy điều hòa không khí."
1390,Vật liệu xây dựng và cơ kỹ thuật
1391,Gia công kim loại cơ bản
1392,"Ghép nối, cắt và nắn thẳng bằng nhiệt"
1393,Hàn khí bảo vệ ( MAG- Thép)
1394,Hàn khí bảo vệ- Wolfram
1395,"LĐ, kiểm tra các mạch điện ứng dụng và biện pháp bảo vệ"
1396,"Lắp đặt, kiểm tra các mạch điều khiển"
1397,"Gia công, dập thép tấm và thép định hình"
1398,Gia công trên các máy công cụ vạn năng
1399,Gia công trên máy CNC
1400,Chế tạo các cấu kiện cơ khí từ thép tấm và thép định hình
1401,"BD, bảo trì thiết bị và hệ thống kết cấu thép và KL"
1402,"Tháo và lắp các chi tiết, cụm chi tiết máy"
1403,SX và bảo quản các kết cấu XD bằng thép và KL
1404,Toán kỹ thuật 2
1405,Vẽ KT với sự hỗ trợ máy tính ( CAD)
1406,Vật lý xây dựng và cơ kỹ thuật
1407,Toán kỹ thuật
1408,Cơ kỹ thuật và kinh tế doanh nghiệp
1409,Tiếng Anh kỹ thuật
1410,Giao tiếp kỹ thuật cơ bản
1411,Giao tiếp kỹ thuật chuyên ngành
1412,Giao tiếp kỹ thuật CAD
1413,Giao tiếp kỹ thuật CAD/ CAM
1414,Bảo vệ sức khỏe và môi trường
1415,KT kiểm tra và QL chất lượng 1
1416,KT kiểm tra và QL chất lượng 2
1417,Kỹ thuật máy và thiết bị/ an toàn LĐ
1418,Kỹ thuật vật liệu và gia công 1
1419,Kỹ thuật vật liệu và gia công 2
1420,Kỹ thuật vật liệu và gia công 3
1421,Kỹ thuật ghép nối và lắp ráp
1422,Gia công kim loại cơ bản- Dụng cụ cầm tay
1423,Gia công kim loại cơ bản- Ghép nối và uốn định hình
1424,Gia công cắt gọt với máy tiện truyền thống
1425,Gia công cắt gọt với máy phay truyền thống
1426,Gia công cắt gọt với máy mài truyền thống
1427,Gia công cắt gọt với máy mài mặt trụ truyền thống
1428,KT ứng dụng và biện pháp bảo vệ
1429,Kỹ thuật điều khiển ứng dụng
1430,Chuẩn bị thi - Phần 1
1431,Chuẩn bị thi- Phần 2
1432,Cắt gọt kim loại 1- Tiện CNC (2 trục)
1433,Cắt gọt kim loại 2- Tiện CNC (3 trục)
1434,Cắt gọt kim loại 3- Tiện CNC với dao cụ dẫn động (Trục C và Y)
1435,Cắt gọt kim loại 4- Phay CNC với nhiều mặt khác nhau (5 trục)
1436,Gia công cụm chi tiết với các DC và máy cầm tay hoặc cố định
1437,"Bảo trì, bảo dưỡng máy móc thiết bị và HT KT"
1438,Gia công các chi tiết và cụm chi tiết trên máy CNC
1439,"Lập KH, giám sát và thực hiện quá trình gia công SX xuất đơn lẻ hoặc hàng loạt"
1440,Chế tạo các chi tiết thông qua lập trình CAD/ CAM
1441,Linh kiện và mạch điện tử
1442,Các bộ nguồn ổn định
1443,Toán cao cấp 2
1444,Nhập môn lập trình
1445,Mạng doanh nghiệp
1446,Nguyên lý và kiến trúc mạng
1447,Giám sát mạng
1448,Quản lý dự án
1449,Kỹ năng giao tiếp 3
1450,Dự án: Hợp tác công việc
1451,Tiếng anh chuyên ngành mạng và viễn thông 5
1452,Kinh tế - Luật - Quản lý
1453,Truyền thông
1454,Quản lý sản xuất
1455,Toán
1456,Sự ảnh hưởng nhiệt khi Hàn
1457,Tiếng Anh cơ sở 1
1458,Vật lý đại cương
1459,Toán cao cấp 1
1460,An toàn sức khỏe
1461,Vẽ kỹ thuật
1462,Thực hành sử dụng các dụng cụ cầm tay
1463,Tiếng Anh cơ sở 2
1464,Tiếng Anh chuyên ngành mạng & viễn thông 1
1465,Giới thiệu về mạng điện thoại
1466,Kiến trúc máy tính
1467,Nhập môn hệ điều hành
1468,Giới thiệu về phát triển Web
1469,Giới thiệu về xử lý tín hiệu
1470,Thu thập và mã hóa thông tin
1471,Dự án: Tìm kiếm thông tin
1472,Kỹ năng giao tiếp 1
1473,Dự án chuyên ngành 1
1474,Linh kiện và mạch điện tử
1475,Các bộ nguồn ổn định
1476,Toán cao cấp 2
1477,Nhập môn lập trình
1478,Mạng doanh nghiệp
1479,Nguyên lý và kiến trúc mạng
1480,Toán cho chuyên ngành viễn thông: Giải tích 1
1481,Khái niệm và công cụ xử lý tín hiệu
1482,Mạch điện tử
1483,lập trình 1
1484,Phương pháp luận 1
1485,Mạng cục bộ ( LAN)
1486,Quản trị hệ điều hành
1487,Công nghệ internet
1488,Cơ sở dữ liệu
1489,Web động ( Dynamic Web)
1490,Giới thiệu về các dịch vụ mạng
1491,Nguyên lý truyền sóng và vô tuyến
1492,Truyền dẫn số
1493,Dự án: Tìm hiểu về doanh nghiệp
1494,Kỹ năng giao tiếp 2
1495,Dự án chuyên ngành 2
1496,Toán cho chuyên ngành Viễn thông: Giải tích 2
1497,Trường điện từ và truyền sóng
1498,Phương pháp luận 2
1499,Mạng của nhà cung cấp dịch vụ
1500,Truyền dẫn quang và siêu cao tần định hướng
1501,Lắp đặt và cấu hình BTS
1502,Truyền thông vi ba
1503,Thực tập nghề nghiệp
1504,Nhập môn công nghệ thông tin
1505,Tiếng anh chuyên ngành Mạng và Viễn thông 2
1506,Quản lý thư mục
1507,Lập trình 2: Lập trình hướng đối tượng
1508,Tiếng anh chuyên ngành mạng & viễn thông 3
1509,Tiếng anh chuyên ngành mạng & viễn thông 4
1510,Cơ sở hạ tầng không dây
1511,Phân tích Fourier
1512,Các công nghệ truy cập mạng
1513,Các dịch vụ mạng nâng cao
1514,Tự động quản trị Hệ điều hành
1515,Truyền dẫn băng thông rộng
1516,Khái niệm và các phép toán xử lý tín hiệu
1517,Giới thiệu hệ thống điều hành
1518,Mạng di động
1519,Kỹ năng giao tiếp
1520,Phương pháp luận
1521,Ma trận và đồ thị
1522,Kỹ năng mềm
1523,Xử lý tín hiệu số
1524,Thiết kế và xây dựng mạng LAN
1525,Dự án chuyên ngành
1526,Quản lý chất lượng –ISO
1527,Chi tiết máy- nguyên lý máy
1528,Vẽ kỹ thuật 
1529,Vật liệu cơ khí  
1530,Thực hành Nguội 
1531,Dung sai lắp ghép 
1532,Kỹ thuật điện cơ bản 
1533,Giáo dục quốc phòng 
1534,Kỹ thuật an toàn 
1535,Chế tạo phôi hàn 
1536,Gá lắp kết cấu hàn 
1537,Hàn điện cơ bản 
1538,"Hàn điện nâng cao 2G , 3G , 4G "
1539,Quy trình hàn 
1540,Anh văn chuyên ngành 
1541,Hệ thống quản lý chất lượng ISO 
1542,Hàn tự động dưới thuốc 
1543,Thực tập sản xuất
1544,"Hàn MIG/ MAG cơ bản 1F , 2 F "
1545,Thực hành Nâng chuyển 
1546,Cơ kỹ thuật 
1547,Hàn kim loại màu
1548,An toàn điện
1549,Mạch điện
1550,Vẽ kỹ thuật
1551,Vẽ điện
1552,Vật liệu điện
1553,Khí cụ điện
1554,Điện tử cơ bản
1555,Thiết bị điện gia dụng
1556,Kỹ thuật nguội
1557,Đo lường điện
1558,Máy điện
1559,Cung cấp điện
1560,Trang bị điện 1
1561,Điện tử công suât
1562,"Lắp đặt hệ thống chông sét, tiếp địa"
1563,Sửa chữa và vận hành máy điện
1564,Quản lý chất lượng ISO
1565,Đọc bản vẽ theo tiêu chuẩn quốc tế
1566,Điều khiển khí nén
1567,PLC cơ bản
1568,Tổ chức sản xuất
1569,Kỹ thuật lắp đặt điện trong công nghiệp
1570,Nâng chuyển thiết bị
1571,Anh văn chuyên ngành
1572,Thực tập tốt nghiệp
1573,Truyền động điện
1574,Vẽ kỹ thuật  
1575,Vật liệu điện 
1576,Kỹ thuật điện  
1577,Kỹ thuật an toàn và Bảo hộ lao động
1578,Cung cấp điện
1579,Điện tử công nghiệp
1580,Nâng chuyển thiết bị
1581,Máy Điện
1582,Nguội cơ bản
1583,Lắp đặt đường dây truyền tải
1584,Quản lý chất lượng ISO
1585,Lắp đặt thiết bị phân phối  
1586,Đo lường thí nghiệm điện 
1587,Lắp đặt hệ thống chiếu sáng  
1588,Sửa chữa và bảo dưỡng máy điện
1589,Lắp đặt hệ thống thiết bị điều khiển công nghiệp 
1590,Anh Văn chuyên ngành
1591,Đọc bản vẽ theo tiêu chuẩn quốc tế
1592,"Lắp đặt hệ thống chống sét, tiếp địa "
1593,Lắp đặt hệ thống thiết bị điều khiển tự động PLC
1594,Thực tập sản xuất.
1595,Vẽ kỹ thuật
1596,Dung sai và lắp ghép 
1597,Cơ kỹ thuật
1598,Vật liệu cơ khí
1599,Kỹ thuật an toàn và Bảo hộ lao động
1600,Cắt khí cơ bản
1601,Hàn điện cơ bản
1602,Nâng chuyển thiết bị
1603,Thực hành nguội
1604,Phân tích bản vẽ chế tạo cơ khí
1605,Sử dụng dụng cụ thiết bị nghề CTTBCK
1606,"Đo, kiểm tra kích thước thiết bị cơ khí"
1607,Thực hành điện cơ bản
1608,Hệ thống quản lý chất lượng ISO
1609,"Chế tạo bồn, bể"
1610,Tiếng Anh chuyên ngành
1611,Chế tạo băng tải
1612,Chế tạo hệ thống thông gió
1613,Thực tập sản xuất
1614,"Chế tạo lan can, cầu thang"
1615,Chế tạo khung nhà công nghiệp
1616,Chế tạo dầm tổ hợp
1617,Vẽ kỹ thuật
1618,Dung sai và lắp ghép 
1619,Cơ kỹ thuật
1620,Vật liệu cơ khí
1621,Kỹ thuật an toàn và Bảo hộ lao động
1622,Thực hành nguội
1623,Thực hành điện cơ bản
1624,Bảo dưỡng kỹ thuật máy và thiết bị nâng đơn giản
1625,Hàn điện cơ bản và cắt khí
1626,Đo kiểm kích thước và vị trí 
1627,Lắp đặt băng tải
1628,Lắp đặt cầu trục
1629,Phân tích hệ thống bản vẽ cơ khí
1630,Lắp đặt tuabin 
1631,Tiếng Anh chuyên ngành
1632,Hệ Thống Quản lí chất lượng ISO
1633,Lắp đặt máy phát điện
1634,Lắp đặt máy gia công kim loại
1635,Thực tập sản xuất
1636,Các quy trình lắp đặt thiết bị cơ khí
1637,Lắp đặt nhà thép tiền chế
1638,Lắp đặt máy bơm
1639,Vẽ kỹ thuật
1640,Dung sai và lắp ghép 
1641,Cơ kỹ thuật
1642,Vật liệu cơ khí
1643,Kỹ thuật an toàn và Bảo hộ lao động
1644,Thực hành nguội
1645,Thực hành hàn và cắt khí 
1646,Thực hành điện cơ bản
1647, Nâng chuyển  thiết bị
1648,Khai triển Ống công nghệ   
1649,Đo Ống công nghệ
1650,Phân tích hệ thống bản vẽ ống 
1651,Chọn lựa vật tư và phụ kiện 
1652,Chế tạo giá đỡ ống 
1653,Chế tạo phụ kiện ống 
1654,Tiếng Anh chuyên ngành
1655,Lắp đặt giá đỡ 
1656,Chế tạo cụm ống 
1657,Lắp đặt ống và phụ kiện trên giá đỡ (A/G) 
1658,Thực tập  sản xuất
1659,Hệ thống quản lý chất lượng ISO 
1660,Lắp đặt ống và phụ kiện chìm (U/G)
1661,Lắp đặt máy bơm
1662,Bảo ôn đường ống
1663,Kinh tế chính trị
1664,Luật kinh tế
1665,Soạn thảo văn bản
1666,Kinh tế vi mô
1667,Lý thuyết thống kê
1668,Lý thuyết tài chính
1669,Lý thuyết tiền tệ tín dụng
1670,Lý thuyết kế toán
1671,Thống kê doanh nghiệp
1672,Thuế
1673,Tài chính doanh nghiệp
1674,Kinh tế quốc tế
1675,Thị trường chứng khoán
1676,Quản trị doanh nghiệp
1677,Kế toán doanh nghiệp 
1678,Phân tích hoạt động kinh doanh
1679,Kiểm toán
1680,Tin học kế toán
1681,Thực hành kế toán doanh nghiệp 
1682,Anh văn chuyên ngành
1683,Kế toán Mỹ
1684,Thực tập nghề nghiệp
1685,Thực tập tốt nghiệp
1686,Thực hành báo cáo thuế
1687,Kế toán quản trị
1688,Kế toán hành chính sự nghiệp
1689,Thực hành kế toán trong doanh nghiệp sản xuất
1690,Tiếng anh chuyên ngành cơ điện tử
1691,Vật liệu công nghiệp
1692,Cơ học ứng dụng
1693,An toàn lao động
1694,Vẽ kỹ thuật cơ khí
1695,Vẽ kỹ thuật điện
1696,Autocad
1697,Dung sai và đo lường kỹ thuật
1698,Kỹ thuật điện-điện tử
1699,Kiến trúc máy tính
1700,"Đo lường điện, điện tử"
1701,Kỹ thuật số
1702,Nhập môn cơ điện tử
1703,Điện cơ bản
1704,Điện tử cơ bản
1705,Lập trình PLC
1706,Kỹ thuật cảm biến
1707,Điện tử công suất
1708,Gia công nguội cơ bản
1709,Gia công cơ khí trên máy công cụ
1710,Gia công trên máy CNC
1711,Tháo lắp các cụm máy công cụ
1712,Điều khiển khí nén 1
1713,Điều khiển thủy lực 1
1714,"Lắp đặt, vận hành hệ thống cơ điện tử"
1715,Thực tập tốt nghiệp
1716,Giám sát hệ thống cơ điện tử
1717,Thiết kế mạch điện tử
1718,Mạng truyền thông công nghiệp
1719,Hệ thống CAD/CAM/CNC
1720,Servo điện-thủy khí
1721,Nâng cao hiệu quả công việc
1722,"Quản lý, sử dụng năng lượng tiết kiệm, hiệu quả"
1723,Điều khiển hệ thống cơ điện tử sử dụng PLC
1724,Điều khiển hệ thống cơ điện tử sử dụng vi điều khiển
1725,Đi dây và lắp đặt mạch điện(Antoan )
1726,Lắp đặt mạch điện tử (An toan )
1727,"Lập trình, điều khiển hệ thống cơ điện tử sử dụng PLC"
1728,Gia công các chi tiết cơ khí bằng thủ công
1729,"Lắp đặt, vận hành và kiểm tra hệ thống khí nén, điện-khí nén"
1730,"Lắp đặt, vận hành và kiểm tra hệ thống thủy lực, điện-thủy lực"
1731,"Lập trình, điều khiển hệ thống cơ điện tử sử dụng Vi điều khiển"
1732,"Điều khiển, giám sát hệ thống cơ điện tử (gồm mạng truyền thông công nghiệp và HMI, Wincc)"
1733,Vẽ kỹ thuật
1734,Vật liệu cơ khí
1735,Cơ kỹ thuật
1736,Dung sai
1737,Kỹ thuật an toàn
1738,Quản lý chất lượng ISO
1739,Gia công nguội cơ bản
1740,"Khái niệm, nguyên lý hệ thống truyền lực máy cơ sở, Công dụng, phân loại máy nâng"
1741,"Các cơ cấu công tác,  của máy trục"
1742,Thiết bị an toàn và hệ thống điểu khiển máy trục
1743,Kỹ thuật an toàn và bảo hộ lao động
1744,Ca bin cần trục. Vị trí  ổn định cần trục
1745,"Bảo dưỡng  cầu trục , cổng trục"
1746,"Bảo dưỡng cần trục ( cần trục bánh lốp, bánh xích)"
1747,Phương pháp luồn cáp cho máy trục
1748,Kỹ thuật treo buộc hàng
1749,"Vận hành cầu trục. Không có tải , có tải"
1750,Truyền động thủy lực trên máy trục
1751, Truyền động điện và tự động hóa trên máy trục
1752,Cẩu hàng đặt vào vị trí + khử rung lắc cho cần trục
1753,Vận hành cần trục
1754,Cầu hàng có kích thước lớn
1755,Kỹ thuật cẩu lật tải
1756,"Giải phóng phương tiện vận tải, kỹ thuật chất tải"
1757,"Cẩu lắp dựng cột, cẩu ống"
1758,Cẩu lắp trên cao khuất ( thực hiện xi nhan bậc )
1759,Tháo lắp. Dựng cần cho cần trục
1760,Thử tải cho máy trục
1761,Thực tập tại công trường
1762,Điện kỹ thuật
1763,Dung sai lắp ghép và đo lường kỹ thuật
1764,An toàn lao động và vệ sinh công nghiệp
1765,Kỹ năng giao tiếp
1766,Bảo dưỡng động cơ đốt trong
1767,Bảo dưỡng hệ thống điện
1768,Bảo dưỡng hệ thống thủy lực- Khí  nén
1769,"Bảo dưỡng gầm và thiết bị công tác cần trục bánh xích, bánh lốp"
1770,Kỹ thuật thi công
1771,"Vận hành cần trục bánh xích, bánh lốp"
1772,Thực hành sản xuất
1773,Bảo dưỡng và vận hành máy nâng
1774,Bảo dưỡng và vận hành máy vận thăng
1775,Thay đổi thiết bị công tác cần trục
1776,Xử lý tình huống khi thi công
1777,Bảo dưỡng cầu trục
1778,Vật liệu cơ khí và dầu mỡ bôi trơn
1779,Lắp dựng cần trục tháp
1780,Bảo dưỡng vận hành cổng trục
1781,Điện kỹ thuật
1782,Điện tử cơ bản
1783,Cơ kỹ thuật
1784,Vật liệu học
1785,Dung sai lắp ghép và đo lường kỹ thuật
1786,Vẽ kỹ thuật
1787,An toàn lao động
1788,Thực hành Nguội cơ bản
1789,Thực hành Hàn cơ bản
1790,Kỹ thuật chung về ô tô và công nghệ sửa chữa
1791,Bảo dưỡng và sửa chữa cơ cấu trục khuỷu - thanh truyền và bộ phận cố định của động cơ 1
1792,Bảo dưỡng và sửa chữa hệ thống phân phối khí
1793,Bảo dưỡng và sửa chữa hệ thống bôi trơn và hệ thống làm mát
1794,Bảo dưỡng và sửa chữa hệ thống nhiên liệu động cơ xăng dùng bộ chế hòa khí
1795,Bảo dưỡng và sửa chữa hệ thống nhiên liệu động cơ diesel
1796,Sửa chữa - bảo dưỡng hệ thống khởi động và đánh lửa
1797,Bảo dưỡng và sửa chữa trang bị điện ô tô 1
1798,Bảo dưỡng và sửa chữa hệ thống truyền lực
1799,Bảo dưỡng và sửa chữa hệ thống di chuyển
1800,Bảo dưỡng và sửa chữa hệ thống lái
1801,Bảo dưỡng và sửa chữa hệ thống phanh
1802,Thực hành mạch điện cơ bản
1803,Kiểm tra và sửa chữa PAN ô tô
1804,Thực tập tại cơ sở sản xuất
1805,Kỹ thuật lái Ô tô
1806,Công nghệ phục hồi chi tiết trong sữa chữa Ô tô
1807,Bảo dưỡng hệ thống điều hòa không khí trên Ô tô
1808,Bảo dưỡng và sửa chữa mô tô - xe máy
1809,Lắp dựng cần trục tháp
1810,Bảo dưỡng và vận hành cổng trục
1811,Dung sai lắp ghép và đo lường kỹ thuật
1812,Vật liệu cơ khí
1813,Cơ kỹ thuật
1814,Sức bền vật liệu
1815,Kỹ thuật điện ứng dụng trong cơ khí
1816,Kỹ thuật cơ khí cơ bản
1817,Vật liệu hàn
1818,Chế tạo phôi và Gá lắp kết cấu hàn
1819,Hàn hồ quang tay cơ bản
1820,Anh văn chuyên ngành Hàn
1821,Hàn hồ quang tay nâng cao
1822,Hàn  MIG/MAG cơ bản
1823,Hàn hồ quang dây lõi thuốc (FCAW)
1824,Hàn TIG cơ bản
1825,Quy trình hàn
1826,Thực tập tốt nghiệp/Đồ án tốt nghiệp
1827,Mạch điện
1828,Vẽ kỹ thuật
1829,An toàn điện
1830,Vẽ điện
1831,Vật liệu điện
1832,Khí cụ điện
1833,Điện tử cơ bản
1834,Thiết bị điện gia dụng
1835,Kỹ thuật nguội
1836,Đo lường điện
1837,Máy điện
1838,Cung cấp điện
1839,Điện tử công suât
1840,Trang bị điện
1841,"Lắp đặt hệ thống chông sét, tiếp địa"
1842,Sửa chữa và vận hành máy điện
1843,Quản lý chất lượng ISO
1844,Đọc bản vẽ theo tiêu chuẩn quốc tế
1845,Điều khiển khí nén
1846,Kỹ thuật lắp đặt điện trong công nghiệp
1847,Nâng chuyển thiết bị
1848,Anh văn chuyên ngành
1849,PLC cơ bản
1850,Tổ chức sản xuất
1851,Thực tập tốt nghiệp
1852,Vật liệu điện
1853,Lý thuyết mạch điện
1854,Khí cụ điện
1855,Vẽ kỹ thuật điện
1856,Vẽ kỹ thuật điện
1857,Kỹ thuật đo lường điện
1858,Kỹ thuật cơ khí cơ bản
1859,Điện tử công suất 1
1860,Cung cấp điện
1861,Máy điện
1862,Kỹ thuật truyền động điện
1863,Kỹ thuật lắp điện cơ bản
1864,Lắp đặt hệ thống thiết bị tiếp địa và chống sét
1865,"Kỹ thuật lắp đặt thiết bị, đấu nối và vận hành mạch điện điều khiển ứng dụng trong công nghiệp 1"
1866,Kỹ thuật điều khiển điện khí nén 1
1867,Kỹ thuật lập trình điều khiển PLC cơ bản
1868,Anh văn chuyên ngành điện
1869,Phân tích bản vẽ điện theo tiêu chuẩn quốc tế 1
1870,Thực tập tốt nghiệp/Đồ án tốt nghiệp
1871,Kỹ thuật truyền động điện
1872,Kỹ thuật lắp đặt điện cơ bản
1873,Vẽ kỹ thuật  
1874,Vật liệu điện 
1875,Lý thuyết mạch
1876,Kỹ thuật an toàn và Bảo hộ lao động
1877,Điện tử công nghiệp
1878,Nâng chuyển thiết bị
1879,Nguội cơ bản
1880,Cung cấp điện
1881,Máy Điện
1882,Quản lý chất lượng ISO
1883,Lắp đặt hệ thống chiếu sáng  
1884,Lắp đặt đường dây truyền tải
1885,Lắp đặt thiết bị phân phối  
1886,Đo lường thí nghiệm điện 
1887,Sửa chữa và bảo dưỡng máy điện
1888,Lắp đặt hệ thống thiết bị điều khiển công nghiệp 
1889,Anh Văn chuyên ngành
1890,Lắp đặt hệ thống thiết bị điều khiển tự động PLC
1891,Đọc bản vẽ theo tiêu chuẩn quốc tế
1892,"Lắp đặt hệ thống chống sét, tiếp địa "
1893,Thực tập sản xuất.
1894,Vật liệu điện
1895,Lý thuyết mạch điện
1896,Khí cụ điện
1897,Vẽ kỹ thuật điện
1898,Kỹ thuật đo lường điện
1899,KỸ thuật cơ khí cơ bản (hand operation tools)
1900,Điện tử cơ bản
1901,Cung cấp điện
1902,Máy điện
1903,Kỹ thuật lắp đặt điện cơ bản
1904,Lắp đặt hệ thống thiết bị tiếp địa và chống sét 1
1905,Kỹ thuật điều khiển điện khí nén 1
1906,Kỹ thuật lập trình điều khiển PLC cơ bản
1907,Anh văn chuyên ngành điện
1908,Phân tích bản vẽ theo tiêu chuẩn quốc tế 1
1909,Lắp đặt hệ thống thiết bị điều khiển điện trong công nghiệp 1
1910,Kỹ thuật đấu nối và vận hành mạch điện điều khiển ứng dụng trong công nghiệp 1
1911,Lắp đặt thiết bị hệ thống phân phối
1912,"Nguyên lý và kỹ thuật lắp đặt đường dây truyền tải trung áp, hạ áp"
1913,Thực tập tốt nghiệp/Đồ án tốt nghiệp
1914,Vật liệu điện
1915,Linh kiện điện tử và các mạch điện tử cơ bản
1916,Lý thuyết mạch điện
1917,Khí cụ điện
1918,Vẽ kỹ thuật điện
1919,Kỹ thuật đo lường điện
1920,Kỹ thuật cơ khí cơ bản
1921,Điện tử công suất 1
1922,Máy điện
1923,Kỹ thuật lắp đặt điện cơ bản
1924,Kỹ thuật lắp đặt điện tử cơ bản
1925,Kỹ thuật điều khiển điện khí nén 1
1926,Kỹ thuật lập trình điều khiển PLC cơ bản
1927,Anh văn chuyên ngành điện
1928,Phân tích bản vẽ điện điện tử theo tiêu chẩn quốc tế 1
1929,Kỹ thuật ứng dụng vi điều khiển trong công nghiệp
1930,"Thiết kế, chế tạo bo mạch điện tử ứng dụng công nghiệp 1"
1931,Lập trình ứng dụng vi điều khiển 1
1932,Thực tập tốt nghiệp/Đồ án tốt nghiệp
1933,Nguồn điện xoay chiều nhiều pha
1934,An toàn điện và các biện pháp bảo vệ 1
1935,Đo lường và phân tích chức năng hệ thống
1936,Điện tử công suất 1
1937,Cơ sở tự động hóa
1938,Lắp đặt và kiểm tra hệ thống điện
1939,Kỹ thuật thông tin
1940,Bảo trì và sửa chữa hệ thống tự động hóa công nghiệp
1941,Máy điện
1942,Kỹ thuật lắp đặt và điều khiển hệ thống tự động hóa
1943,Toán kỹ thuật
1944,Linh kiện điện tử và khí cụ điện
1945,Vẽ kỹ thuật
1946,Dung sai và lắp ghép 
1947,Cơ kỹ thuật
1948,Vật liệu cơ khí
1949,Kỹ thuật an toàn và Bảo hộ lao động
1950,Cắt khí cơ bản
1951,Hàn điện cơ bản
1952,Nâng chuyển thiết bị
1953,Thực hành nguội
1954,Phân tích bản vẽ chế tạo cơ khí
1955,Sử dụng dụng cụ thiết bị nghề CTTBCK
1956,"Đo, kiểm tra kích thước thiết bị cơ khí"
1957,Thực hành điện cơ bản
1958,Hệ thống quản lý chất lượng ISO
1959,"Chế tạo bồn, bể"
1960,Tiếng Anh chuyên ngành
1961,Chế tạo băng tải
1962,Chế tạo hệ thống thông gió
1963,Thực tập sản xuất
1964,"Chế tạo lan can, cầu thang"
1965,Chế tạo khung nhà công nghiệp
1966,Chế tạo dầm tổ hợp
1967,Dung sai lắp ghép và đo lường kỹ thuật
1968,Vật liệu cơ khí
1969,Cơ kỹ thuật
1970,Kỹ thuật điện ứng dụng trong cơ khí
1971,Kỹ thuật cắt khí Gas-Oxy cơ bản
1972,Kỹ thuật cơ khí cơ bản (hand operation tools)
1973,Hàn hồ quang tay cơ bản
1974,Nâng chuyển thiết bị
1975,Anh văn chuyên ngành Cơ khí
1976,Kỹ thuật đo lường sản phẩm cơ khí
1977,"Tiện, phay, mài cơ bản"
1978,Phân tích bản vẽ cơ khí theo tiêu chuẩn quốc tế
1979,Công nghệ gia công trên các máy chuyên dùng
1980,Chế tạo kết cấu thép
1981,Chế tạo bồn công nghiệp
1982,Thực tập tốt nghiệp/Đồ án tốt nghiệp
1983,Vẽ kỹ thuật
1984,Dung sai và lắp ghép 
1985,Cơ kỹ thuật
1986,Vật liệu cơ khí
1987,Kỹ thuật an toàn và Bảo hộ lao động
1988,Thực hành nguội
1989,Thực hành điện cơ bản
1990,Bảo dưỡng kỹ thuật máy và thiết bị nâng đơn giản
1991,Hàn điện cơ bản và cắt khí
1992,Đo kiểm kích thước và vị trí 
1993,Lắp đặt băng tải
1994,Lắp đặt cầu trục
1995,Phân tích hệ thống bản vẽ cơ khí
1996,Lắp đặt tuabin 
1997,Tiếng Anh chuyên ngành
1998,Hệ Thống Quản lí chất lượng ISO
1999,Lắp đặt máy phát điện
2000,Lắp đặt máy gia công kim loại
2001,Thực tập sản xuất
2002,Các quy trình lắp đặt thiết bị cơ khí
2003,Lắp đặt nhà thép tiền chế
2004,Lắp đặt máy bơm
2005,Dung sai lắp ghép và đo lường kỹ thuật
2006,Vật liệu cơ khí
2007,Cơ kỹ thuật
2008,Kỹ thuật điện ứng dụng trong cơ khí
2009,Kỹ thuật cắt khí Gas-Oxy cơ bản
2010,Kỹ thuật cơ khí cơ bản (hand operation tools)
2011,Hàn hồ quang tay cơ bản
2012,Nâng chuyển thiết bị
2013,Anh văn chuyên ngành Cơ khí
2014,Kỹ thuật đo lường sản phẩm cơ khí
2015,"Tiện, phay, mài cơ bản"
2016,Phân tích bản vẽ cơ khí theo tiêu chuẩn quốc tế
2017,Sử dụng và bảo dưỡng thiết bị nghề LĐTBCK
2018,Lắp đặt hệ thống bồn công nghiệp
2019,Lắp đặt hệ thống nhà thép tiền chế
2020,Thực tập tốt nghiệp/Đồ án tốt nghiệp
2021,"Cắt, nắn thẳng và ghép nối bằng nhiệt"
2022,Vẽ kỹ thuật với sự hỗ trợ của máy tính (CAD)
2023,Vẽ kỹ thuật
2024,Dung sai và lắp ghép 
2025,Cơ kỹ thuật
2026,Vật liệu cơ khí
2027,Kỹ thuật an toàn và Bảo hộ lao động
2028,Thực hành nguội
2029,Thực hành hàn và cắt khí 
2030,Thực hành điện cơ bản
2031, Nâng chuyển  thiết bị
2032,Khai triển Ống công nghệ   
2033,Đo Ống công nghệ
