id,course
695,Lắp ráp và tháo dỡ các kết cấu xây dựng bằng thép và bằngcác kim loại khác
696,"Lắp ráp, kiểm tra và điều chỉnh các hệ thống"
697,Bảo trì các kết cấu xây dựng bằng thép hoặc bằng các kim loại khác
698,"Hàn, cắt bằng nhiệt 2"
699,Kinh tế học và Xã hội học 1
700,Kinh tế học và Xã hội học 2
701,Ngoại ngữ chuyên ngành 1
702,Ngoại ngữ chuyên ngành 2
703,Ngoại ngữ chuyên ngành 3
704,Gia công chi tiết bằng dụng cụ cầm tay
705,Chế tạo các cụm chi tiết đơn giản
706,Kỹ thuật an toàn
707,Toán kỹ thuật
708,Chuyển giao các hệ thống cơ điện tử cho khách hàng
709,Vẽ kỹ thuật cơ khí 
710,Dung sai lắp ghép và đo lường kỹ thuật
711,Vật lý đại cương 
712,Toán cao cấp 
713,Chế tạo phôi hàn 
714,Kỹ thuật an toàn và bảo hộ lao động
715,Hình học họa hình 
716,Gá lắp kết cấu hàn  
717,Hàn hồ quang tay cơ bản
718,Hàn hồ quang tay nâng cao
719,Kỹ thuật điện - Điện tử công nghiệp
720,Hàn MIG/MAG cơ bản 
721,Hàn MIG/MAG nâng cao 
722,Hàn TIG cơ bản 
723,Quy trình hàn 
724,Hàn TIG nâng cao 
725,Tính toán kết cấu hàn 
726,Hàn tiếp xúc (hàn điện trở)
727,Vật liệu cơ khí 
728,Cơ kỹ thuật 
729,Kiểm tra đánh giá chất lượng hàn theo tiêu chuẩn quốc tế
730,Hàn tự động duới  lớp thuốc
731,Hàn kim loại và hợp kim màu 
732,Thực hành nguội
733,Anh văn chuyên ngành 
734,Thực tập sản xuất 
735,Tổ chức quản lý sản xuất 
736,Hàn ống công nghệ cao 
737,Thực hành nâng chuyển 
738,Hệ thống quản lý chất lượng ISO 
739,Hàn khí  
740,Hàn hồ quang tay dây lõi thuốc (FCAW) cơ bản
741,Rô bốt hàn
742,Hàn hồ quang tay ống thép hợp kim
743,Thực tập tốt nghiệp 
744,Hàn hồ quang dây lõi thuốc (FCAW) nâng cao
745,Dung sai lắp ghép và đo lường kỹ thuật
746,Vật liệu cơ khí
747,Cơ kỹ thuật
748,Sức bền vật liệu
749,Kỹ thuật điện ứng dụng trong cơ khí
750,Kỹ thuật cơ khí cơ bản
751,Vật liệu hàn
752,Chế tạo phôi và Gá lắp kết cấu hàn
753,Hàn hồ quang tay cơ bản
754,Anh văn chuyên ngành Hàn
755,Hàn hồ quang tay nâng cao
756,Hàn MIG/MAG cơ bản
757,Hàn hồ quang dây lõi thuốc (FCAW)
758,Hàn TIG cơ bản
759,Quy trình hàn
760,Phân tích bản vẽ và ký hiệu mối hàn theo tiêu chuẩn quốc tế
761,Hàn TIG nâng cao
762,Hàn MIG/MAG nâng cao
763,Hàn ống công nghệ
764,"Rô bốt hàn, Hàn laser, plasma"
765,Hàn tiếp xúc (hàn điện trở)
766,Hàn tự động dưới lớp thuốc
767,Hàn kim loại và hợp kim màu
768,Xử lý nhiệt mối hàn
769,Kiểm tra và đánh giá chất lượng mối hàn theo tiêu chuẩn quốc tế
770,Thiết kế kết cấu hàn CAD/SOLIDWORKS
771,Thực tập tốt nghiệp/Đồ án tốt nghiệp
772,Cơ ứng dụng cho gia công kim loại tấm
773,Sức khỏe an toàn và bảo vệ môi  trường
774,Hàn khí ô xy - Axetylen
775,Hàn hồ Quang tay MMA
776,Thiết kế quá trình và quy trình
777,Vật liệu và sản phẩm đầu vào
778,Giao tiếp chuyên môn
779,Hàn Mag
780,Hàn Mig
781,Hàn Tig
782,Đồ án kỹ thuật hàn
783,Nghiên cứu sản phẩm kim loại
784,Hàn điện trở RW (121)
785,Hàn vẩy cứng và vẩy mềm
786,"Hàn Lazer, Plasma, SAW"
787,Hàn Robot
788,Hàn TIG Orbital
789,Kiểm soát chất lượng
790,Bảo trì hàn
791,"Sức khoẻ, an toàn và bảo vệ môi trường"
792,Quản lý kinh tế và kỹ thuật
793,Khoa học vật lý ứng dụng
794,Mạch điện
795,Vẽ kỹ thuật
796,Toán ứng dụng
797,Vật lý ứng dụng
798,An toàn điện
799,Vẽ điện
800,Vật liệu điện
801,Khí cụ điện
802,Điện tử cơ bản
803,Kỹ thuật nguội
804,Máy điện 1
805,Cung cấp điện
806,Kỹ thuật xung - số
807,Đo lường điện
808,Máy điện 2
809,Trang bị điện
810,Điện tử công suất
811,Thiết bị điện gia dụng
812,Anh văn chuyên ngành
813,Điều khiển điện khi nén
814,Kỹ thuật cảm biến
815,Truyền động điện
816,"Lắp đặt hệ thống chông sét, tiếp địa"
817,Kỹ thuật lạnh
818,Sửa chữa và vận hành máy điện
819,Thực hành trang bị điện
820,PLC cơ bản
821,Kỹ thuật lắp đặt điện trong công nghiệp
822,Nâng chuyển thiết bị
823,Đọc bản vẽ theo tiêu chuẩn quốc tế
824,Tổ chức sản xuất
825,PLC nâng cao
826,Thực tập tốt nghiệp
827,Quản lý chất lượng ISO
828,Máy điện
829,Kỹ thuật lắp đặt điện cơ bản
830,LĐ hệ thống thiết bị tiếp địa & chống sét
831,Điện tử công suất 1
832,Cung cấp điện
833,Kỹ thuật truyền động điện
834,"KTLĐ thiết bị, đấu nối & VH mạch điện ĐK ứng dụng trong CN 1"
835,KT lập trình ĐK PLC cơ bản
836,Anh văn chuyên ngành điện
837,PT bản vẽ theo tiêu chuẩn QT 1
838,KT điều khiển điện khí nén 1
839,KT LĐ cảm biến CN
840,KT điện lạnh
841,Sửa chữa và bảo dưỡng máy điện
842,"KTLĐ thiết bị, đáu nối & VH mạch điện ĐK ứng dụng trong CN 2"
843,KT điều khiển điện khí nén 2
844,LĐ và VH hệ thống thủy lực
845,Hế thống sản xuất linh hoạt (MPS)
846,PT bản vẽ điện theo tiêu chuẩn QT 2
847,Lập trình ĐK tự động hóa PLC nâng cao
848,Trang bị điện cho máy công cụ
849,TTTN/ Đồ án TT
850,Trang bị điện 2
851,Vật liệu kỹ thuật điện
852,Kỹ thuật cảm biến công nghiệp
853,Kỹ thuật điện 2
854,Kỹ thuật đo lường điện 2
855,Kỹ thuật điều khiển tự động hóa 1
856,Kỹ thuật đấu nối và VH mạch điện ĐK ứng dụng trong công nghiệp 2
857,Kỹ thuật điện 1
858,Kỹ thuật điều khiển tự động hoá 2
859,Kỹ thuật đo lường điện 1
860,Phân tích bản vẽ theo tiêu chuẩn Quốc tế
861,Lắp đặt truyền tải và phân phối điện năng
862,Phân tích bản vẽ điện điện tử theo tiêu chuẩn quốc tế
863,"Kỹ thuật đấu nối, kiểm tra và VH mạch điện ĐK ứng dụng trong công nghiệp 1"
864,Toán ứng dụng
865,Vật lý ứng dụng
866,Lý thuyết mạch
867,Vẽ kỹ thuật
868,Vẽ điện
869,Vật liệu điện 
870,Kỹ thuật an toàn và bảo hộ lao động
871,Cung cấp điện
872,Điện tử cơ bản
873,Máy điện
874,"Lắp đặt hệ thống chông sét, tiếp địa và chống sét 2"
875,Kỹ thuật số
876,Nguội cơ bản
877,Trang bị điện
878,Đo lường thí nghiệm điện 
879,Lắp đặt hệ thống chiếu sáng
880,Sửa chữa và bảo dưỡng máy điện
881,Điện tử công nghiệp
882,Lắp đặt đường dây truyền tải
883,Lắp đặt thiết bị phân phối
884,"Lắp đặt hệ thống chông sét, tiếp địa"
885,Lắp đặt cảm biến công nghiệp
886,Anh văn chuyên ngành
887,Nâng chuyển thiết bị
888,Lắp đặt hệ thống thiết bị điều khiển công nghiệp 
889,Vận hành các trạm biến áp
890,PLC cơ bản 
891,Đọc bản vẽ theo tiêu chuẩn quốc tế
892,Quản lý doanh nghiệp và tổ chức sản xuất
893,PLC nâng cao
894,Thực tập sản xuất
895,Quản lý chất lượng ISO
896,Kỹ thuật cơ khí cơ bản
897,Vật liệu điện
898,Lý thuyết mạch điện
899,Khí cụ điện
900,Vẽ kỹ thuật điện
901,Kỹ thuật đo lường điện
902,Điện tử cơ bản
903,Máy điện
904,Kỹ thuật lắp điện cơ bản
905,LĐ hệ thống thiết bị tiếp địa và chống sét 1
906,Cung cấp điện
907,KT lập trình điều khiển PLC cơ bản
908,Anh văn chuyên ngành điện
909,PT bản vẽ theo tiêu chuẩn QT 1
910,LĐHT thiết bị ĐK điện trong CN 1
911,KT đấu nối và VH mạch điện ĐK ứng dụng trong CN 1
912,LĐ thiết bị hệ thống phân phối
913,KT điều khiển điện khí nén 1
914,"Nguyên lý & KTLĐ đường dây truyền tải trung áp, hạ áp"
915,KT lắp đặt cảm biến CN
916,Kỹ thuật điện lạnh
917,LĐ & vận hành hệ thống thủy lực
918,LĐ hệ thống thiết bị tiếp địa & chống sét 2
919,Phân tích bản vẽ điện theo tiêu chuẩn QT 2
920,Lắp đặt HT thiết bị điều khiển điện trong CN 2
921,KT đấu nối & vận hành mạch điện ĐK ứng dụng trong CN 2
922,Hệ thống sản xuất linh hoạt
923,TTTN/ Đồ án TN
924,Điện tử công suất 1
925,Linh kiện điện tử
926,Đo lường điện tử
927,Mạch điện tử
928,Vi mạch tương tự
929,Vi mạch tương tự
930,Máy điện
931,Trang bị điện
932,Điện cơ bản
933,Kỹ thuật cảm biến
934,Điện tử cơ bản
935,Điện tử công suất
936,Kỹ thuật xung - số
937,Vi xử lý
938,Điện tử nâng cao
939,Điện tử nâng cao
940,Vi điều khiển
941,Vi mạch số lập trình
942,PLC nâng cao
943,Lắp đặt thiết bị điện công nghiệp
944,Profibus
945,Cấu trúc máy tính
946,Máy điện
947,Kỹ thuật lắp đặt điện cơ bản
948,Điện tử công suất 1
949,Kỹ thuật lắp đặt điện tử cơ bản
950,Kỹ thuật lập trình điều khiển PLC cơ bản
951,Anh văn chuyên ngành điện
952,Phân tích bản vẽ điện điện tử theo tiêu chuẩn quốc tế 1
953,Kỹ thuật ứng dụng vi điều khiển trong công nghiệp
954,"Thiết kế, chế tạo bo mạch điện tử ứng dụng công nghiệp 1"
955,Kỹ thuật điều khiển điện khí nén 1
956,Lập trình ứng dụng vi điều khiển 1
957,Điện tử công suất 2
958,Kỹ thuật lắp đặt cảm biến công nghiệp
959,Điện tử công nghiệp
960,Lắp đặt và điểu khiển hệ thống thủy lực
961,Kỹ thuật điều khiển điện khí nén 2
962,Phân tích bản vẽ điện điện tử theo tiêu chuẩn quốc tế 2
963,Rô bốt công nghiệp
964,"Thiết kế, chế tạo bo mạch điện tử ứng dụng công nghiệp 2"
965,Lập trình ứng dụng vi điều khiển 2
966,Lập trình điều khiển tự động hóa PLC  nâng cao
967,Hệ thống sản xuất linh hoạt (MPS)
968,Thực tập tốt nghiệp/Đồ án tốt nghiệp
969,Linh kiện điện tử và các mạch điện tử cơ bản
970,Kỹ thuật truyền dữ liệu
971,Lắp đặt các hệ thống điều khiển quá trình cũng như PT & xử lý sự cố
972,Lắp đặt và kiểm tra hệ thống điện
973,Máy điện
974,Cơ bản về mạch điện và kỹ thuật số
975,Điện tử công suất 1
976,Cơ sở tự động hóa
977,Mạng truyền thông công nghiệp
978,Kỹ thuật lắp đặp & ĐK tự động hóa nâng cao
979,Kỹ thuật điều chỉnh
980,Lắp đặt & vận hành HT điều khiển khí nén & thủy lực
981,Đo lường và phân tích chức năng hệ thống
982,Nguồn điện xoay chiều nhiều pha
983,Toán cao cấp
984,Vật lý đại cương
985,Hình học hoạ hình 
986,Vẽ kỹ thuật
987,Dung sai và lắp ghép 
988,Cơ lý thuyết
989,Sức bền vật liệu
990,Vật liệu cơ khí
991,Công nghệ gia công kim loại
992,Kỹ thuật an toàn và Bảo hộ lao động
993,Thực hành nguội
994,Hàn điện cơ bản
995,Cắt khí cơ bản
996,Lắp mạch điện cơ bản
997,Đo kiểm tra kích thước thiết bị cơ khí
998,Sử dụng dụng cụ thiết bị nghề CTTBCK
999,Chế tạo hệ thống thông gió
1000,Phân tích bản vẽ chế tạo cơ khí
1001,Tiếng Anh chuyên ngành
1002,Quản lý doanh nghiệp và tổ chức sản xuất
1003,Nâng chuyển thiết bị
1004,Chế tạo băng tải
1005,Chế tạo khung bằng thép hình 
1006,Chế tạo khung nhà công nghiệp
1007,Chế tạo lan can cầu thang
1008,Chế tạo cột điện cao thế # 35 kv
1009,CAD/CAM - CNC căn bản
1010,Chế tạo bồn bể
1011,Hệ thống quản lý chất lượng ISO
1012,Chế tạo dầm tổ hợp
1013,Chế tạo chi tiết trên máy CNC
1014,Thực tập tốt nghiệp
1015,Đồ Gá
1016,Chế tạo bun ke - silô
1017,Chống gỉ kết cấu thiết bị cơ khí
1018,Chế tạo thiết bị lọc bụi kiểu ly tâm - siclon
1019,"Cắt kim loại tấm bằng ôxy - khí chảy, hồ quang Plasma trên máy CNC"
1020,Dung sai lắp ghép và đo lường kỹ thuật
1021,Vật liệu cơ khí
1022,Cơ kỹ thuật
1023,Sức bền vật liệu
1024,Kỹ thuật điện ứng dụng trong cơ khí
1025,Kỹ thuật cắt khí Gas - Oxy cơ bản
1026,Kỹ thuật cơ khí cơ bản
1027,Hàn hồ quang tay cơ bản
1028,Nâng chuyển thiết bị
1029,Anh văn chuyên ngành Cơ khí
1030,Kỹ thuật đo lường sản phẩm cơ khí
1031,"Tiện, phay, mài cơ bản"
1032,Phân tích bản vẽ cơ khí theo tiêu chuẩn quốc tế
1033,Công nghệ gia công trên các máy chuyên dùng
1034,Chế tạo kết cấu thép
1035,Chế tạo bồn công nghiệp
1036,Khai triển chi tiết cơ khí
1037,Đồ gá
1038,Công nghệ chế tạo máy
1039,Nguyên lý chi tiết máy
1040,Thiết kế chi tiết cơ khí 2D (CAD)
1041,Thiết kế chi tiết cơ khí 3D (CAD/SOLIDWORKS)
1042,Công nghệ CAD/CAM/CNC
1043,Chế tạo băng tải
1044,Thực tập tốt nghiệp/Đồ án tốt nghiệp
1045,Chống gỉ kết cấu thiết bị cơ khí
1046,Lắp đặt mạch điện cơ bản
1047,Thực hành sử dụng dụng cụ cầm tay
1048,Toán cao cấp
1049,Vật lý đại cương
1050,Hình học hoạ hình 
1051,Vẽ kỹ thuật
1052,Dung sai và lắp ghép 
1053,Cơ lý thuyết
1054,Sức bền vật liệu
1055,Vật liệu cơ khí
1056,Chi tiết máy
1057,Kỹ thuật an toàn và Bảo hộ lao động
1058,Thực hành nguội
1059,Hàn điện cơ bản và cắt khí
1060,Máy nâng chuyển 
1061,Đo kiểm kích thước và vị trí 
1062,Tiếng Anh chuyên ngành
1063,Thực hành điện cơ bản
1064,Bảo dưỡng kỹ thuật máy và thiết bị nâng đơn giản
1065,Lắp đặt máy gia công kim loại
1066,Lắp đặt thang máy
1067,Quản lý doanh nghiệp và tổ chức sản xuất
1068,Hệ Thống Quản lí chất lượng ISO
1069,Phân tích hệ thống bản vẽ cơ khí
1070,Lắp đặt cầu trục
1071,Lắp đặt băng tải
1072,Lắp đặt tuabin 
1073,CAD/CAM - CNC căn bản
1074,Lắp đặt nhà thép tiền chế
1075,Lắp đặt lò hơi
1076,Các quy trình lắp đặt thiết bị cơ khí
1077,Thực tập sản xuất
1078,Lắp đặt máy bơm
1079,Lắp đặt máy phát điện
1080,Sử dụng và bảo dưỡng thiết bị nghề LĐTBCK
1081,Lắp đặt hệ thống bồn công nghiệp
1082,Lắp đặt hệ thống nhà thép tiền chế
1083,Lắp đặt máy gia công kim loại
1084,Lắp đặt và cân chỉnh tuabin - máy phát
1085,Toán cao cấp
1086,Vật lý đại cương
1087,Hình học hoạ hình 
1088,Vẽ kỹ thuật
1089,Dung sai và lắp ghép 
1090,Cơ lý thuyết
1091,Sức bền vật liệu
1092,Vật liệu cơ khí
1093,Kỹ thuật an toàn và Bảo hộ lao động
1094,Thực hành nguội
1095,Thực hành hàn và cắt khí 
1096,Chọn lựa vật tư và phụ kiện 
1097,Đo Ống công nghệ
1098,Nâng chuyển  thiết bị
1099,Thực hành điện cơ bản
1100,Khai triển Ống công nghệ         
1101,Phân tích hệ thống bản vẽ ống 
1102,Chế tạo phụ kiện ống 
1103,Quản lý doanh nghiệp và tổ chức sản xuất
1104,Tiếng Anh chuyên ngành
1105,Chế tạo giá đỡ ống 
1106,Chế tạo cụm ống 
1107,Lắp đặt giá đỡ 
1108,Lắp đặt máy bơm
1109,Lắp đặt ống và phụ kiện chìm (U/G)
1110,Hệ thống quản lý chất lượng ISO 
1111,Lắp đặt ống thép không gỉ 
1112,Lắp đặt ống và phụ kiện trên bờ (Onshore)
1113,Lắp đặt ống và phụ kiện trên giá đỡ (A/G) 
1114,Thực tập  sản xuất
1115,Lắp đặt ống qua sông/đầm lầy 
1116,Bảo ôn đường ống
1117,"Sử dụng dụng cụ, thiết bị lắp đặt hệ thống đường ống"
1118,Chế tạo và lắp đặt cụm ống
1119,Lắp đặt và bảo ôn hệ thống đường ống
1120,Lắp đặt và cân chỉnh máy bơm
1121,Lắp đặt hệ thống tuyến ống nhà máy điện
1122,Hàn điện cơ bản
1123,Tiếng anh chuyên ngành cơ điện tử
1124,Vật liệu công nghiệp
1125,Cơ học ứng dụng
1126,"Nguyên lý, chi tiết máy"
1127,Toán kỹ thuật
1128,An toàn lao động và môi trường
1129,Vẽ kỹ thuật cơ khí
1130,"Vẽ kỹ thuật điện, điện tử"
1131,Dung sai và đo lường kỹ thuật
1132,"Đo lường điện, điện tử"
1133,Kỹ thuật số
1134,Kinh tế công nghiệp và quản lý chất lượng
1135,Nhập môn cơ điện tử
1136,Đi dây và lắp đặt mạch điện ( an toàn)
1137,Lắp đặt mạch điện tử (an toàn)
1138,"Lập trình, điều khiển hệ thống cơ điện tử  sử dụng PLC ( bao gồm cả Logo)"
1139,Kỹ thuật cảm biến
1140,Điện tử công suất và truyền động điện
1141,Gia công các chi tiết cơ khí bằng thủ công
1142,Công nghệ gia công vật liệu (Gia công áp lực)
1143,Hàn
1144,"Gia công cơ khí trên máy công cụ vạn năng ( tiện, phay)"
1145,Gia công cơ khí  trên máy CNC
1146,"Lắp đặt, vận hành và kiểm tra hệ thống khí nén, điện - khí nén"
1147,"Lắp đặt, vận hành và kiểm tra hệ thống thuỷ lực, điện- thuỷ lực"
1148,"Lập trình, điều khiển hệ thống cơ điện tử dụng vi điều khiển"
1149,"Điều khiển, giám sát hệ thống cơ điện tử( gồm mạng truyền thông công nghiệp và HMI, WIncc)"
1150,Tháo lắp các cụm máy công cụ ( có thể thực hiện tại công ty)
1151,Lắp đặt vận hành và bảo dưỡng hệ thống cơ điện tử
1152,"Đồ án môn học: Thiết kế, chế tạo lập trình điều khiển mô hình hệ thống cơ điện tử ( phối hợp với công ty)"
1153,Thực tập tốt nghiệp
1154,Robot công nghiệp
1155,Cài đặt các thiết bị điện có cân nhắc các yếu tố liên quan đến an toàn
1156,Thiết kế và thực hiện các hệ thống cơ điện tử
1157,Bảo trì dự phòng
1158,Chuyển giao các hệ thống cơ điện tử cho khách hàng
1159,Tiếng anh kỹ thuật
1160,Cơ sở kỹ thuật điện/điện tử và các biện pháp bảo vệ an toàn
1161,"An toàn lao động, sức khỏe và bảo vệ môi trường"
1162,Toán kỹ thuật
1163,Khoa học vật liệu
1164,Giao tiếp kỹ thuật
1165,Kỹ thuật sản suất
1166,Phân tích chức năng trong các hệ thống cơ điện tử
1167,Máy điện và truyền động điện
1168,Kỹ thuật số
1169,Điện tử công suất
1170,"Cấu trúc, chức năng, ứng dụng của hệ thống CNTT và các giao diện"
1171,Kỹ thuật xử lý dữ liệu trong các hệ thống cơ điện tử và quá trình sản xuất
1172,"Các phần tử, cụm phần tử trong hệ thống cơ điện tử"
1173,Phương pháp tìm lỗi và sửa chữa hệ thống cơ điện tử
1174,Chiến lược bảo trì và bảo dưỡng hệ thống cơ điện tử
1175,Robot công nghiệp
1176,Cơ bản về quản lý chất lượng
1177,Gia công cơ khí và vật liệu nhựa cơ bản
1178,Gia công bằng máy công cụ vạn năng
1179,Làm việc với các máy gia công CNC
1180,Lắp đặt và đấu nối các mạch điện ứng dụng
1181,"Lắp đặt các phần tử và thiết bị điện, điện tử"
1182,Giao tiếp trong mạng truyền thông công nghiệp
1183,Lắp đặt và kiểm tra hệ thống điều khiển khí nén và điện khí nén
1184,Lắp đặt và kiểm tra hệ thống điều khiển thủy lực và điện thủy lực
1185,Lập trình điều khiển hệ thống cơ điện tử sử dụng PLC
1186,Lập trình điều khiển hệ thống cơ điện tử sử dụng vi điều khiển
1187,Xử lý tín hiệu tương tự với PLC và các bộ điều khiển số
1188,Đồ án môn học
1189,"Lắp ráp, đấu nối và vận hành hệ thống cơ điện tử"
1190,Tháo và lắp các cụm chi tiết cơ khí
1191,Tháo và lắp các cụm chi tiết cơ khí
1192,Lắp ráp và hiệu chỉnh thiết bị điều khiển tự động
1193,Bảo trì và bảo dưỡng hệ thống cơ điện tử trong dây chuyền sản xuất
1194,"Nâng cấp, mở rộng và hiệu chỉnh thiết bị công nghiệp"
1195,Thực tập tốt nghiệp
1196,Chuẩn bị thi 1
1197,Chuẩn bị thi 2
1198,Lắp ráp và hiệu chỉnh thiết bị điều khiển tự động
1199,Lắp ráp và hiệu chỉnh hệ thống sản xuất tự động
1200,Tháo lắp thiết bị nâng chuyển/Robot
1201,Bảo trì và bảo dưỡng hệ thống cơ điện tử trong các quá trình công nghệ
1202,Kinh tế chính trị
1203,Luật kinh tế
1204,Toán kinh tế
1205,Soạn thảo văn bản
1206,Anh văn chuyên ngành
1207,Kinh tế vi mô
1208,Lý thuyết thống kê
1209,Lý thuyết tài chính
1210,Lý thuyết tiền tệ tín dụng
1211,Lý thuyết kế toán
1212,Kinh tế vĩ mô
1213,Thống kê doanh nghiệp
1214,Thuế
1215,Tài chính doanh nghiệp
1216,Kế toán doanh nghiệp 1
1217,Kinh tế quốc tế
1218,Marketing
1219,Tâm lý học quản lý
1220,Quản trị doanh nghiệp
1221,Thực hành kế toán doanh nghiệp 1
1222,Kế toán ngân hàng
1223,Kế toán trong doanh nghiệp  xây lắp
1224,Thị trường chứng khoán
1225,Phân tích hoạt động kinh doanh
1226,Lập và phân tích dự án
1227,Kế toán quản trị
1228,Kiểm toán
1229,Tin học kế toán
1230,Phần mềm kế toán Misa
1231,Kế toán hành chính sự nghiệp
1232,Kế toán Mỹ
1233,Thực hành khai báo Thuế
1234,Thực tập nghề nghiệp
1235,Thực tập tốt nghiệp
1236,Thực hành kế toán doanh nghiệp 2
1237,Kế toán doanh nghiệp 2
1238,Kế toán chi phí
1239,Thực hành KT trong DN thương mại
1240,Thực hành KT trong DN SX
1241,TH kế toán trong đơn vị HCSN
1242,Kế toán thương mại dịch vụ
1243,Kinh tế chính trị
1244,Toán kinh tế
1245,Luật kinh tế
1246,Lý thuyết tài chính tiền tệ
1247,Lý thuyết kế toán
1248,Thị trường chứng khoán
1249,Lý thuyết thống kê
1250,Kinh tế vi mô
1251,Kinh tế vĩ mô
1252,Marketing
1253,Kinh tế quốc tế
1254,Thống kê doanh nghiệp
1255,Thương mại điện tử
1256,Tài chính doanh nghiệp
1257,Anh văn chuyên ngành
1258,Kế toán doanh nghiệp 1
1259,Thực hành kế toán trong doanh nghiệp thương mại 1
1260,Thực hành kế toán trong doanh nghiệp sản xuất 1
1261,Phân tích hoạt động kinh doanh
1262,Kế toán quản trị
1263,Kế toán hành chính sự nghiệp
1264,Kiểm toán
1265,Tin học kế toán 1
1266,Thuế và quyết toán thuế 1
1267,Kế toán ngân hàng
1268,Lập và phân tích dự án đầu tư
1269,Kế toán doanh nghiệp 2
1270,Thực hành kế toán trong doanh nghiệp thương mại 2
1271,Thực hành kế toán trong doanh nghiệp sản xuất 2
1272,Kế toán trong doanh nghiệp xây lắp
1273,Kế toán Mỹ
1274,Tin học kế toán 2
1275,Thuế và quyết toán thuế 2
1276,Thực tập nghề nghiệp
1277,Thực tập tốt nghiệp
1278,Quản trị học
1279,Quản trị tiêu thụ bán hàng
1280,Quản trị doanh nghiệp
1281,Quản trị dự án đầu tư
1282,Nghiệp vụ thanh toán Quốc tế
1283,Quản trị chất lượng
1284,Khởi sự doanh nghiệp
1285,Phay CNC cơ bản
1286,"Tiện, phay, mài nâng cao"
1287,Tiện CNC cơ bản
1288,Tiện CNC nâng cao
1289,Phay CNC nâng cao
1290,Công nghệ cắt kim loại CNC
1291,Lắp đặt kiểm tra các mạch điều khiển
1292,Gia công trên máy công cụ vạn năng cơ bản
1293,Gia công trên máy công cụ vạn năng nâng cao
1294,Tiện cơ bản
1295,Phay cơ bản
1296,Tiện CNC
1297,Phay CNC
1298,Thực tập  tốt nghiệp
1299,Đồ án tốt nghiệp
1300,Sản xuất nhóm bộ phận đơn giản
1301,Bảo dưởng hệ thống kỹ thuật
1302,Lắp đặt các hệ thống kỹ thuật
1303,Lắp đặt các hệ thống kỹ thuật
1304,Sửa chữa hệ thống hệ thống kỹ thuật
1305,Sản xuất và đưa vào vận hành hệ thống kỹ thuật
1306,Giám sát chất lượng sản phẩm và quy trình
1307,Bảo đảm khả năng vận hành của hệ thống kỹ thuật
1308,Lập kế hoạch và thực hiện các hệ thống kỹ thuật
1309,Tối ưu hóa hệ thống kỹ thuật
1310,Auto CAD căn bản
1311,Kỹ thuật điện - điện tử công nghiệp
1312,Kỹ thuật điều khiển khí nén cơ bản
1313,Kỹ thuật điều khiển thuỷ lực cơ bản
1314,Kỹ thuật phay nâng cao
1315,Kỹ thuật tiện nâng cao
1316,Kỹ thuật điều khiển điện khí nén - nâng cao
1317,Kỹ thuật mài cơ bản
1318,Nguội nâng cao
1319,Phương pháp khoan- khoét- Doa- Taro
1320,Tiện cơ bản 1
1321,Phay cơ bản 1
1322,Công nghệ chế tạo máy 1
1323,Kỹ thuật điện
1324,Kỹ thuật ĐK khí nén CB- TH yêu cầu của Bosch
1325,Chi tiết máy- nguyên lý máy
1326,Công nghệ chế tạo máy 2
1327,Tiện cơ bản 2
1328,Phay cơ bản 2
1329,KT điều khiển điện khí nén CB- theo yêu cầu của Bosch
1330,KT điều khiển điện khí nén NC theo Y/C của Bosch
1331,Tiện nâng cao
1332,Phay nâng cao
1333,Thiết kế trên máy tính Auto CAD
1334,Điện tử công nghiệp
1335,Công nghệ CAD/ CAM
1336,Công nghệ EDM
1337,Lập trình điều khiển PLC- lý thuyết
1338,Lập trình điều khiển PLC- thực hành
1339,Hệ thống FMS
1340,Kỹ thuật hàn
1341,Gia công EDM
1342,Đảm bảo khả năng vận hành của hệ thống kỹ thuật
1343,Quản lý doanh nghiệp và tổ chức sản xuất
1344,Kỹ thuật lắp đặt và điều khiển tự động hoá cơ bản
1345,Bảo trì và sửa chữa hệ thống tự động hoá công nghiệp
1346,"Lắp đặt, kiểm tra và vận hành hệ thống điện"
1347,"Bảo trì, sữa chữa hệ thống điện"
1348,Tiếng Anh kỹ thuật
1349,Toán kỹ thuật
1350,Mạch điện một chiều và xoay chiều một pha
1351,Nguồn điện xoay chiều một pha
1352,Nguồn điện xoay chiều nhiều pha
1353,Cơ bản về kỹ thuật điện/ điện tử và các biện pháp an toàn
1354,"An toàn lao động, bảo vệ sức khỏe và môi trường"
1355,An toàn điện và các biện pháp bảo vệ 1
1356,Cơ bản về mạch điện và kỹ thuật số
1357,Điện tử công suất 1
1358,Kỹ thuật điều chỉnh
1359,Máy điện
1360,An toàn điện và các biện pháp bảo vệ 2
1361,Kỹ thuật tự động hóa
1362,Giao tiếp kỹ thuật
1363,Kỹ thuật truyền dữ liệu
1364,Kỹ thuật điều khiển và truyền động điện
1365,Quản lý chất lượng
1366,Điện tử công suất 2
1367,Gia công cơ bản kim loại và vật liệu dẻo
1368,"Lắp ráp, cài đặt và kiểm tra thiết bị điện"
1369,Cài đặt và thiết lập cấu hình hệ thống công nghệ thông tin
1370,"Đo lường, phân tích chức năng các phần tử và hệ thống điện"
1371,Thiết lập cấu hình và lập trình điều khiển hệ thống tự động
1372,Lắp đặt và kiểm tra hệ thống điều khiển khí nén và thủy lực
1373,Chuẩn bị thi - Phần 1
